event_id,event_name,event_type,timestamp,user_id,persona,src_ip,domain_name,city,country,os,user_agent,device_type,login_type,tls_version,records_accessed,query_complexity,is_admin_action,label,scenario,reconstruction_error,interestingness_score,reasons,is_interesting
evt_test_00814,SOQLQuery,query,2026-03-28T22:14:49+00:00,u_nightowl_noah_003,nightowl_engineer,10.44.5.146,mycompany.my.salesforce.com,Seattle,US,macOS,Mozilla/5.0 macOS Safari,desktop,SSO,TLS1.2,622,5,False,0,benign,0.04532716,37.76,"{""login_hour_deviation"": {""circular_hour_distance"": 10.43, ""normal_mean_hour"": 11.57, ""value"": 22}}",False
evt_test_00815,SOQLQuery,query,2026-03-15T01:58:52+00:00,u_nightowl_noah_003,nightowl_engineer,10.44.5.6,mycompany.my.salesforce.com,Seattle,US,macOS,Mozilla/5.0 macOS Safari,desktop,SSO,TLS1.3,513,6,False,0,benign,0.040510546,34.54,"{""login_hour_deviation"": {""circular_hour_distance"": 10.57, ""normal_mean_hour"": 11.57, ""value"": 1}}",False
evt_test_00816,SOQLQuery,query,2026-03-16T22:00:57+00:00,u_nightowl_noah_003,nightowl_engineer,10.44.5.13,login.salesforce.com,Seattle,US,macOS,Mozilla/5.0 macOS Safari,desktop,SSO,TLS1.2,239,6,False,0,benign,0.028779631,26.0,"{""login_hour_deviation"": {""circular_hour_distance"": 10.43, ""normal_mean_hour"": 11.57, ""value"": 22}}",False
evt_test_00817,SOQLQuery,query,2026-03-17T04:27:15+00:00,u_nightowl_noah_003,nightowl_engineer,10.44.5.54,mycompany.my.salesforce.com,Seattle,US,macOS,Mozilla/5.0 macOS Safari,laptop,SSO,TLS1.3,556,5,False,0,benign,0.024281427,25.0,"{""login_hour_deviation"": {""circular_hour_distance"": 7.57, ""normal_mean_hour"": 11.57, ""value"": 4}}",False
evt_test_00818,SOQLQuery,query,2026-03-18T01:57:20+00:00,u_nightowl_noah_003,nightowl_engineer,10.44.5.116,login.salesforce.com,Seattle,US,macOS,Mozilla/5.0 macOS Safari,laptop,SSO,TLS1.3,291,5,False,0,benign,0.023126615,25.0,"{""login_hour_deviation"": {""circular_hour_distance"": 10.57, ""normal_mean_hour"": 11.57, ""value"": 1}}",False
evt_test_00819,SOQLQuery,query,2026-03-19T03:10:20+00:00,u_nightowl_noah_003,nightowl_engineer,10.44.5.28,login.salesforce.com,Seattle,US,macOS,Mozilla/5.0 macOS Safari,desktop,SSO,TLS1.3,423,4,False,0,benign,0.027646411,25.11,"{""login_hour_deviation"": {""circular_hour_distance"": 8.57, ""normal_mean_hour"": 11.57, ""value"": 3}}",False
evt_test_00820,SOQLQuery,query,2026-03-20T04:24:01+00:00,u_nightowl_noah_003,nightowl_engineer,10.44.5.121,mycompany.my.salesforce.com,Seattle,US,Linux,Mozilla/5.0 Linux Firefox,laptop,SSO,TLS1.2,216,8,False,0,benign,0.04863006,39.87,"{""login_hour_deviation"": {""circular_hour_distance"": 7.57, ""normal_mean_hour"": 11.57, ""value"": 4}}",False
evt_test_00821,DashboardView,data_access,2026-03-21T19:17:05+00:00,u_nightowl_noah_003,nightowl_engineer,10.44.5.165,login.salesforce.com,Seattle,US,Linux,Mozilla/5.0 Linux Firefox,desktop,SSO,TLS1.2,17,0,False,0,benign,0.060779523,47.05,"{""login_hour_deviation"": {""circular_hour_distance"": 7.43, ""normal_mean_hour"": 11.57, ""value"": 19}}",False
evt_test_00822,Login,auth,2026-03-22T21:05:04+00:00,u_nightowl_noah_003,nightowl_engineer,10.44.5.221,mycompany.my.salesforce.com,Seattle,US,Linux,Mozilla/5.0 Linux Firefox,desktop,SSO,TLS1.3,17,0,False,0,benign,0.06284652,48.18,"{""login_hour_deviation"": {""circular_hour_distance"": 9.43, ""normal_mean_hour"": 11.57, ""value"": 21}}",False
evt_test_00823,SOQLQuery,query,2026-03-23T02:40:04+00:00,u_nightowl_noah_003,nightowl_engineer,10.44.5.180,mycompany.my.salesforce.com,Seattle,US,macOS,Mozilla/5.0 macOS Safari,laptop,Password,TLS1.3,424,4,False,0,benign,0.017350856,25.0,"{""login_hour_deviation"": {""circular_hour_distance"": 9.57, ""normal_mean_hour"": 11.57, ""value"": 2}}",False
evt_test_00824,SOQLQuery,query,2026-03-24T23:00:57+00:00,u_nightowl_noah_003,nightowl_engineer,10.44.5.173,login.salesforce.com,Seattle,US,Linux,Mozilla/5.0 Linux Firefox,laptop,SSO,TLS1.3,545,5,False,0,benign,0.022250235,25.0,"{""login_hour_deviation"": {""circular_hour_distance"": 11.43, ""normal_mean_hour"": 11.57, ""value"": 23}}",False
evt_test_00825,ConnectedAppOAuth,auth,2026-03-25T22:38:01+00:00,u_nightowl_noah_003,nightowl_engineer,10.44.5.137,login.salesforce.com,Seattle,US,Linux,Mozilla/5.0 Linux Firefox,desktop,SSO,TLS1.3,8,0,False,0,benign,0.044848524,37.45,"{""login_hour_deviation"": {""circular_hour_distance"": 10.43, ""normal_mean_hour"": 11.57, ""value"": 22}}",False
evt_test_00826,SOQLQuery,query,2026-03-26T21:14:05+00:00,u_nightowl_noah_003,nightowl_engineer,10.44.5.73,mycompany.my.salesforce.com,Seattle,US,Linux,Mozilla/5.0 Linux Firefox,desktop,Password,TLS1.2,405,6,False,0,benign,0.033801578,29.78,"{""login_hour_deviation"": {""circular_hour_distance"": 9.43, ""normal_mean_hour"": 11.57, ""value"": 21}}",False
evt_test_00827,SOQLQuery,query,2026-03-27T01:32:25+00:00,u_nightowl_noah_003,nightowl_engineer,10.44.5.69,login.salesforce.com,Seattle,US,macOS,Mozilla/5.0 macOS Safari,desktop,SSO,TLS1.3,298,6,False,0,benign,0.02974541,26.74,"{""login_hour_deviation"": {""circular_hour_distance"": 10.57, ""normal_mean_hour"": 11.57, ""value"": 1}}",False
evt_test_00828,DashboardView,data_access,2026-03-28T22:46:31+00:00,u_nightowl_noah_003,nightowl_engineer,10.44.5.231,mycompany.my.salesforce.com,Seattle,US,Linux,Mozilla/5.0 Linux Firefox,desktop,Password,TLS1.3,11,0,False,0,benign,0.08771785,60.05,"{""login_hour_deviation"": {""circular_hour_distance"": 10.43, ""normal_mean_hour"": 11.57, ""value"": 22}, ""model_reconstruction_error"": {""ratio"": 1.15, ""threshold"": 0.076474, ""value"": 0.087718}}",False
evt_test_00829,SOQLQuery,query,2026-03-15T01:12:36+00:00,u_nightowl_noah_003,nightowl_engineer,10.44.5.100,login.salesforce.com,Seattle,US,Linux,Mozilla/5.0 Linux Firefox,desktop,Password,TLS1.2,633,6,False,0,benign,0.02993583,26.89,"{""login_hour_deviation"": {""circular_hour_distance"": 10.57, ""normal_mean_hour"": 11.57, ""value"": 1}}",False
evt_test_00830,BulkDataExport,data_export,2026-03-16T01:01:07+00:00,u_nightowl_noah_003,nightowl_engineer,10.44.5.212,mycompany.my.salesforce.com,Seattle,US,macOS,Mozilla/5.0 macOS Safari,desktop,Password,TLS1.3,584,4,False,0,benign,0.06607473,49.9,"{""login_hour_deviation"": {""circular_hour_distance"": 10.57, ""normal_mean_hour"": 11.57, ""value"": 1}}",False
evt_test_00831,SOQLQuery,query,2026-03-17T00:09:49+00:00,u_nightowl_noah_003,nightowl_engineer,10.44.5.36,login.salesforce.com,Seattle,US,Linux,Mozilla/5.0 Linux Firefox,desktop,Password,TLS1.3,331,7,False,0,benign,0.03500514,30.66,"{""login_hour_deviation"": {""circular_hour_distance"": 11.57, ""normal_mean_hour"": 11.57, ""value"": 0}}",False
evt_test_00832,Logout,auth,2026-03-18T20:24:18+00:00,u_nightowl_noah_003,nightowl_engineer,10.44.5.139,login.salesforce.com,Seattle,US,macOS,Mozilla/5.0 macOS Safari,laptop,SSO,TLS1.3,36,0,False,0,benign,0.033217095,29.35,"{""login_hour_deviation"": {""circular_hour_distance"": 8.43, ""normal_mean_hour"": 11.57, ""value"": 20}}",False
evt_test_00833,Login,auth,2026-03-19T22:12:03+00:00,u_nightowl_noah_003,nightowl_engineer,10.44.5.132,login.salesforce.com,Seattle,US,macOS,Mozilla/5.0 macOS Safari,desktop,Password,TLS1.3,21,0,False,0,benign,0.0518515,41.87,"{""login_hour_deviation"": {""circular_hour_distance"": 10.43, ""normal_mean_hour"": 11.57, ""value"": 22}}",False
evt_test_00834,SOQLQuery,query,2026-03-20T22:36:01+00:00,u_nightowl_noah_003,nightowl_engineer,10.44.5.9,login.salesforce.com,Seattle,US,macOS,Mozilla/5.0 macOS Safari,desktop,Password,TLS1.3,278,4,False,0,benign,0.031961113,28.42,"{""login_hour_deviation"": {""circular_hour_distance"": 10.43, ""normal_mean_hour"": 11.57, ""value"": 22}}",False
evt_test_00835,ConnectedAppOAuth,auth,2026-03-21T20:30:06+00:00,u_nightowl_noah_003,nightowl_engineer,10.44.5.190,mycompany.my.salesforce.com,Seattle,US,Linux,Mozilla/5.0 Linux Firefox,desktop,Password,TLS1.3,2,0,False,0,benign,0.07329084,53.55,"{""login_hour_deviation"": {""circular_hour_distance"": 8.43, ""normal_mean_hour"": 11.57, ""value"": 20}}",False
evt_test_00836,SOQLQuery,query,2026-03-22T04:03:25+00:00,u_nightowl_noah_003,nightowl_engineer,10.44.5.183,mycompany.my.salesforce.com,Seattle,US,macOS,Mozilla/5.0 macOS Safari,desktop,Password,TLS1.3,296,5,False,0,benign,0.02898031,26.15,"{""login_hour_deviation"": {""circular_hour_distance"": 7.57, ""normal_mean_hour"": 11.57, ""value"": 4}}",False
evt_test_00837,Login,auth,2026-03-23T19:52:00+00:00,u_nightowl_noah_003,nightowl_engineer,10.44.5.31,mycompany.my.salesforce.com,Seattle,US,Linux,Mozilla/5.0 Linux Firefox,laptop,Password,TLS1.2,15,0,False,0,benign,0.071573116,52.7,"{""login_hour_deviation"": {""circular_hour_distance"": 7.43, ""normal_mean_hour"": 11.57, ""value"": 19}}",False
evt_test_00838,SOQLQuery,query,2026-03-24T23:56:50+00:00,u_nightowl_noah_003,nightowl_engineer,10.44.5.33,login.salesforce.com,Seattle,US,Linux,Mozilla/5.0 Linux Firefox,laptop,Password,TLS1.2,302,7,False,0,benign,0.041886438,35.48,"{""login_hour_deviation"": {""circular_hour_distance"": 11.43, ""normal_mean_hour"": 11.57, ""value"": 23}}",False
evt_test_00839,SOQLQuery,query,2026-03-25T21:37:29+00:00,u_nightowl_noah_003,nightowl_engineer,10.44.5.37,mycompany.my.salesforce.com,Seattle,US,macOS,Mozilla/5.0 macOS Safari,laptop,SSO,TLS1.3,694,7,False,0,benign,0.024289032,25.0,"{""login_hour_deviation"": {""circular_hour_distance"": 9.43, ""normal_mean_hour"": 11.57, ""value"": 21}}",False
evt_test_00840,ConnectedAppOAuth,auth,2026-03-26T02:42:31+00:00,u_nightowl_noah_003,nightowl_engineer,10.44.5.87,mycompany.my.salesforce.com,Seattle,US,Linux,Mozilla/5.0 Linux Firefox,laptop,SSO,TLS1.2,37,0,False,0,benign,0.061050545,47.2,"{""login_hour_deviation"": {""circular_hour_distance"": 9.57, ""normal_mean_hour"": 11.57, ""value"": 2}}",False
evt_test_00841,Login,auth,2026-03-27T20:31:03+00:00,u_nightowl_noah_003,nightowl_engineer,10.44.5.8,login.salesforce.com,Seattle,US,Linux,Mozilla/5.0 Linux Firefox,laptop,Password,TLS1.3,5,0,False,0,benign,0.064041965,48.83,"{""login_hour_deviation"": {""circular_hour_distance"": 8.43, ""normal_mean_hour"": 11.57, ""value"": 20}}",False
evt_test_00842,UserPermissionChange,admin,2026-03-30T11:05:33+00:00,u_nightowl_noah_003,nightowl_engineer,10.44.5.199,mycompany.my.salesforce.com,Seattle,US,macOS,Mozilla/5.0 macOS Safari,laptop,Password,TLS1.3,20,0,True,1,daytime_admin_action,0.08171156,63.0,"{""model_reconstruction_error"": {""ratio"": 1.07, ""threshold"": 0.076474, ""value"": 0.081712}, ""unexpected_admin_action"": {""normal_admin_action_rate"": 0.0, ""value"": true}, ""unusual_event_name"": {""normal_values"": [""BulkDataExport"", ""ConnectedAppOAuth"", ""DashboardView"", ""Login"", ""Logout"", ""ReportExport"", ""SOQLQuery""], ""value"": ""UserPermissionChange""}}",False
evt_test_00843,Login,auth,2026-03-31T02:55:39+00:00,u_nightowl_noah_003,nightowl_engineer,198.51.100.19,mycompany.my.salesforce.com,Moscow,RU,Linux,Mozilla/5.0 Linux Firefox,desktop,Password,TLS1.0,25,0,False,1,foreign_country_login,0.09072705,100.0,"{""login_hour_deviation"": {""circular_hour_distance"": 9.57, ""normal_mean_hour"": 11.57, ""value"": 2}, ""model_reconstruction_error"": {""ratio"": 1.19, ""threshold"": 0.076474, ""value"": 0.090727}, ""unusual_city"": {""normal_values"": [""Seattle""], ""value"": ""Moscow""}, ""unusual_country"": {""normal_values"": [""US""], ""value"": ""RU""}, ""unusual_tls_version"": {""normal_values"": [""TLS1.2"", ""TLS1.3""], ""value"": ""TLS1.0""}}",True
evt_test_00844,ConnectedAppOAuth,auth,2026-04-01T02:56:06+00:00,u_nightowl_noah_003,nightowl_engineer,45.83.12.44,evil-connected-app.example,Unknown,Unknown,Linux,Mozilla/5.0 Linux Firefox,laptop,OAuth,TLS1.2,383,5,False,1,suspicious_oauth,0.11615825,100.0,"{""login_hour_deviation"": {""circular_hour_distance"": 9.57, ""normal_mean_hour"": 11.57, ""value"": 2}, ""model_reconstruction_error"": {""ratio"": 1.52, ""threshold"": 0.076474, ""value"": 0.116158}, ""public_or_unfamiliar_ip"": {""normal_private_ip_rate"": 1.0, ""src_ip"": ""45.83.12.44""}, ""unusual_city"": {""normal_values"": [""Seattle""], ""value"": ""Unknown""}, ""unusual_country"": {""normal_values"": [""US""], ""value"": ""Unknown""}, ""unusual_domain_name"": {""normal_values"": [""login.salesforce.com"", ""mycompany.my.salesforce.com""], ""value"": ""evil-connected-app.example""}, ""unusual_login_type"": {""normal_values"": [""Password"", ""SSO""], ""value"": ""OAuth""}}",True
evt_test_00845,UserPermissionChange,admin,2026-04-02T11:05:35+00:00,u_nightowl_noah_003,nightowl_engineer,10.44.5.95,mycompany.my.salesforce.com,Seattle,US,macOS,Mozilla/5.0 macOS Safari,desktop,SSO,TLS1.2,20,0,True,1,daytime_admin_action,0.09517495,63.05,"{""model_reconstruction_error"": {""ratio"": 1.24, ""threshold"": 0.076474, ""value"": 0.095175}, ""unexpected_admin_action"": {""normal_admin_action_rate"": 0.0, ""value"": true}, ""unusual_event_name"": {""normal_values"": [""BulkDataExport"", ""ConnectedAppOAuth"", ""DashboardView"", ""Login"", ""Logout"", ""ReportExport"", ""SOQLQuery""], ""value"": ""UserPermissionChange""}}",False
evt_test_00846,Login,auth,2026-04-03T23:23:06+00:00,u_nightowl_noah_003,nightowl_engineer,185.199.108.77,mycompany.my.salesforce.com,Moscow,RU,Linux,Mozilla/5.0 Linux Firefox,desktop,Password,TLS1.0,282,6,False,1,foreign_country_login,0.11152654,100.0,"{""login_hour_deviation"": {""circular_hour_distance"": 11.43, ""normal_mean_hour"": 11.57, ""value"": 23}, ""model_reconstruction_error"": {""ratio"": 1.46, ""threshold"": 0.076474, ""value"": 0.111527}, ""public_or_unfamiliar_ip"": {""normal_private_ip_rate"": 1.0, ""src_ip"": ""185.199.108.77""}, ""unusual_city"": {""normal_values"": [""Seattle""], ""value"": ""Moscow""}, ""unusual_country"": {""normal_values"": [""US""], ""value"": ""RU""}, ""unusual_tls_version"": {""normal_values"": [""TLS1.2"", ""TLS1.3""], ""value"": ""TLS1.0""}}",True
evt_test_00847,ConnectedAppOAuth,auth,2026-04-04T20:43:03+00:00,u_nightowl_noah_003,nightowl_engineer,45.83.12.44,evil-connected-app.example,Unknown,Unknown,macOS,Mozilla/5.0 macOS Safari,desktop,OAuth,TLS1.2,190,7,False,1,suspicious_oauth,0.1383113,100.0,"{""login_hour_deviation"": {""circular_hour_distance"": 8.43, ""normal_mean_hour"": 11.57, ""value"": 20}, ""model_reconstruction_error"": {""ratio"": 1.81, ""threshold"": 0.076474, ""value"": 0.138311}, ""public_or_unfamiliar_ip"": {""normal_private_ip_rate"": 1.0, ""src_ip"": ""45.83.12.44""}, ""unusual_city"": {""normal_values"": [""Seattle""], ""value"": ""Unknown""}, ""unusual_country"": {""normal_values"": [""US""], ""value"": ""Unknown""}, ""unusual_domain_name"": {""normal_values"": [""login.salesforce.com"", ""mycompany.my.salesforce.com""], ""value"": ""evil-connected-app.example""}, ""unusual_login_type"": {""normal_values"": [""Password"", ""SSO""], ""value"": ""OAuth""}}",True
evt_test_00848,UserPermissionChange,admin,2026-04-05T11:05:56+00:00,u_nightowl_noah_003,nightowl_engineer,10.44.5.105,mycompany.my.salesforce.com,Seattle,US,Linux,Mozilla/5.0 Linux Firefox,laptop,SSO,TLS1.2,20,0,True,1,daytime_admin_action,0.10414573,66.36,"{""model_reconstruction_error"": {""ratio"": 1.36, ""threshold"": 0.076474, ""value"": 0.104146}, ""unexpected_admin_action"": {""normal_admin_action_rate"": 0.0, ""value"": true}, ""unusual_event_name"": {""normal_values"": [""BulkDataExport"", ""ConnectedAppOAuth"", ""DashboardView"", ""Login"", ""Logout"", ""ReportExport"", ""SOQLQuery""], ""value"": ""UserPermissionChange""}}",True
evt_test_00849,Login,auth,2026-04-06T00:40:18+00:00,u_nightowl_noah_003,nightowl_engineer,91.207.174.9,login.salesforce.com,Moscow,RU,Linux,Mozilla/5.0 Linux Firefox,desktop,Password,TLS1.0,14,0,False,1,foreign_country_login,0.1041884,100.0,"{""login_hour_deviation"": {""circular_hour_distance"": 11.57, ""normal_mean_hour"": 11.57, ""value"": 0}, ""model_reconstruction_error"": {""ratio"": 1.36, ""threshold"": 0.076474, ""value"": 0.104188}, ""public_or_unfamiliar_ip"": {""normal_private_ip_rate"": 1.0, ""src_ip"": ""91.207.174.9""}, ""unusual_city"": {""normal_values"": [""Seattle""], ""value"": ""Moscow""}, ""unusual_country"": {""normal_values"": [""US""], ""value"": ""RU""}, ""unusual_tls_version"": {""normal_values"": [""TLS1.2"", ""TLS1.3""], ""value"": ""TLS1.0""}}",True
evt_test_01070,SOQLQuery,query,2026-03-15T13:45:35+00:00,u_complex_query_004,complex_query_engineer,10.51.2.58,login.salesforce.com,Denver,US,Linux,Mozilla/5.0 Linux Firefox,desktop,SSO,TLS1.3,774,7,False,0,benign,0.03188882,28.37,{},False
evt_test_01071,SOQLQuery,query,2026-03-16T15:50:10+00:00,u_complex_query_004,complex_query_engineer,10.51.2.105,login.salesforce.com,Denver,US,Linux,Mozilla/5.0 Linux Firefox,desktop,SSO,TLS1.3,1534,9,False,0,benign,0.016595053,15.94,{},False
evt_test_01072,BulkDataExport,data_export,2026-03-17T20:47:37+00:00,u_complex_query_004,complex_query_engineer,10.51.2.57,mycompany.my.salesforce.com,Denver,US,Linux,Mozilla/5.0 Linux Firefox,desktop,SSO,TLS1.3,1674,9,False,0,benign,0.05950589,46.34,{},False
evt_test_01073,SOQLQuery,query,2026-03-18T17:06:49+00:00,u_complex_query_004,complex_query_engineer,10.51.2.64,mycompany.my.salesforce.com,Denver,US,Linux,Mozilla/5.0 Linux Firefox,laptop,SSO,TLS1.3,2932,8,False,0,benign,0.02926675,26.37,{},False
evt_test_01074,SOQLQuery,query,2026-03-19T21:58:46+00:00,u_complex_query_004,complex_query_engineer,10.51.2.229,mycompany.my.salesforce.com,Denver,US,Linux,Mozilla/5.0 Linux Firefox,desktop,SSO,TLS1.3,1033,7,False,0,benign,0.024645723,22.73,{},False
evt_test_01075,Login,auth,2026-03-20T21:18:14+00:00,u_complex_query_004,complex_query_engineer,10.51.2.27,mycompany.my.salesforce.com,Denver,US,Linux,Mozilla/5.0 Linux Firefox,desktop,SSO,TLS1.3,32,0,False,0,benign,0.07166145,52.75,{},False
evt_test_01076,SOQLQuery,query,2026-03-21T19:06:55+00:00,u_complex_query_004,complex_query_engineer,10.51.2.220,mycompany.my.salesforce.com,Denver,US,Linux,Mozilla/5.0 Linux Firefox,desktop,SSO,TLS1.3,3168,8,False,0,benign,0.055219356,43.88,{},False
evt_test_01077,SOQLQuery,query,2026-03-22T09:06:45+00:00,u_complex_query_004,complex_query_engineer,10.51.2.67,mycompany.my.salesforce.com,Denver,US,Linux,Mozilla/5.0 Linux Firefox,desktop,SSO,TLS1.3,1664,9,False,0,benign,0.022561273,25.0,"{""login_hour_deviation"": {""circular_hour_distance"": 6.12, ""normal_mean_hour"": 15.12, ""value"": 9}}",False
evt_test_01078,SOQLQuery,query,2026-03-23T18:33:55+00:00,u_complex_query_004,complex_query_engineer,10.51.2.15,login.salesforce.com,Denver,US,Linux,Mozilla/5.0 Linux Firefox,laptop,SSO,TLS1.3,1136,7,False,0,benign,0.012150147,11.94,{},False
evt_test_01079,SOQLQuery,query,2026-03-24T15:45:47+00:00,u_complex_query_004,complex_query_engineer,10.51.2.93,mycompany.my.salesforce.com,Denver,US,Linux,Mozilla/5.0 Linux Firefox,laptop,SSO,TLS1.3,1300,8,False,0,benign,0.013318174,13.01,{},False
evt_test_01080,SOQLQuery,query,2026-03-25T12:36:11+00:00,u_complex_query_004,complex_query_engineer,10.51.2.166,mycompany.my.salesforce.com,Denver,US,Linux,Mozilla/5.0 Linux Firefox,desktop,SSO,TLS1.3,1927,10,False,0,benign,0.014443016,14.02,{},False
evt_test_01081,SOQLQuery,query,2026-03-26T14:52:43+00:00,u_complex_query_004,complex_query_engineer,10.51.2.95,login.salesforce.com,Denver,US,Linux,Mozilla/5.0 Linux Firefox,laptop,SSO,TLS1.3,1675,7,False,0,benign,0.009155299,9.13,{},False
evt_test_01082,BulkDataExport,data_export,2026-03-27T17:49:55+00:00,u_complex_query_004,complex_query_engineer,10.51.2.194,mycompany.my.salesforce.com,Denver,US,Linux,Mozilla/5.0 Linux Firefox,desktop,SSO,TLS1.3,2505,9,False,0,benign,0.065583386,49.64,{},False
evt_test_01083,SOQLQuery,query,2026-03-28T14:39:34+00:00,u_complex_query_004,complex_query_engineer,10.51.2.86,mycompany.my.salesforce.com,Denver,US,Linux,Mozilla/5.0 Linux Firefox,laptop,SSO,TLS1.3,949,10,False,0,benign,0.036441963,31.7,{},False
evt_test_01084,SOQLQuery,query,2026-03-15T19:11:48+00:00,u_complex_query_004,complex_query_engineer,10.51.2.56,mycompany.my.salesforce.com,Denver,US,Linux,Mozilla/5.0 Linux Firefox,laptop,SSO,TLS1.3,851,8,False,0,benign,0.030896107,27.62,{},False
evt_test_01085,SOQLQuery,query,2026-03-16T14:01:07+00:00,u_complex_query_004,complex_query_engineer,10.51.2.153,mycompany.my.salesforce.com,Denver,US,Linux,Mozilla/5.0 Linux Firefox,desktop,SSO,TLS1.3,1850,8,False,0,benign,0.014935291,14.46,{},False
evt_test_01086,SOQLQuery,query,2026-03-17T10:05:45+00:00,u_complex_query_004,complex_query_engineer,10.51.2.223,mycompany.my.salesforce.com,Denver,US,Linux,Mozilla/5.0 Linux Firefox,desktop,SSO,TLS1.3,1449,10,False,0,benign,0.020496333,19.3,{},False
evt_test_01087,SOQLQuery,query,2026-03-18T10:54:47+00:00,u_complex_query_004,complex_query_engineer,10.51.2.162,login.salesforce.com,Denver,US,Linux,Mozilla/5.0 Linux Firefox,laptop,SSO,TLS1.3,1606,8,False,0,benign,0.007951845,7.98,{},False
evt_test_01088,SOQLQuery,query,2026-03-19T19:17:01+00:00,u_complex_query_004,complex_query_engineer,10.51.2.62,login.salesforce.com,Denver,US,Linux,Mozilla/5.0 Linux Firefox,desktop,SSO,TLS1.3,3841,7,False,0,benign,0.10088298,65.19,"{""model_reconstruction_error"": {""ratio"": 1.32, ""threshold"": 0.076474, ""value"": 0.100883}}",True
evt_test_01089,SOQLQuery,query,2026-03-20T13:15:01+00:00,u_complex_query_004,complex_query_engineer,10.51.2.219,mycompany.my.salesforce.com,Denver,US,Linux,Mozilla/5.0 Linux Firefox,desktop,SSO,TLS1.3,1630,7,False,0,benign,0.017385095,16.63,{},False
evt_test_01090,Logout,auth,2026-03-21T15:47:16+00:00,u_complex_query_004,complex_query_engineer,10.51.2.210,mycompany.my.salesforce.com,Denver,US,Linux,Mozilla/5.0 Linux Firefox,laptop,SSO,TLS1.3,37,0,False,0,benign,0.06109307,47.22,{},False
evt_test_01091,Logout,auth,2026-03-22T14:55:52+00:00,u_complex_query_004,complex_query_engineer,10.51.2.208,login.salesforce.com,Denver,US,Linux,Mozilla/5.0 Linux Firefox,desktop,SSO,TLS1.3,9,0,False,0,benign,0.06821975,51.01,{},False
evt_test_01092,SOQLQuery,query,2026-03-23T21:52:38+00:00,u_complex_query_004,complex_query_engineer,10.51.2.189,mycompany.my.salesforce.com,Denver,US,Linux,Mozilla/5.0 Linux Firefox,desktop,SSO,TLS1.3,2782,8,False,0,benign,0.031560212,28.12,{},False
evt_test_01093,SOQLQuery,query,2026-03-24T16:37:27+00:00,u_complex_query_004,complex_query_engineer,10.51.2.48,login.salesforce.com,Denver,US,Linux,Mozilla/5.0 Linux Firefox,laptop,SSO,TLS1.3,2990,6,False,0,benign,0.048871405,40.03,{},False
evt_test_01094,BulkDataExport,data_export,2026-03-25T19:22:04+00:00,u_complex_query_004,complex_query_engineer,10.51.2.150,mycompany.my.salesforce.com,Denver,US,Linux,Mozilla/5.0 Linux Firefox,desktop,SSO,TLS1.3,1330,7,False,0,benign,0.06018036,46.72,{},False
evt_test_01095,SOQLQuery,query,2026-03-26T19:28:19+00:00,u_complex_query_004,complex_query_engineer,10.51.2.89,login.salesforce.com,Denver,US,Linux,Mozilla/5.0 Linux Firefox,desktop,SSO,TLS1.2,1954,8,False,0,benign,0.026312701,24.06,{},False
evt_test_01096,SOQLQuery,query,2026-03-27T20:48:22+00:00,u_complex_query_004,complex_query_engineer,10.51.2.203,login.salesforce.com,Denver,US,Linux,Mozilla/5.0 Linux Firefox,desktop,SSO,TLS1.3,1846,7,False,0,benign,0.01930779,18.29,{},False
evt_test_01097,SOQLQuery,query,2026-03-28T11:01:41+00:00,u_complex_query_004,complex_query_engineer,10.51.2.191,login.salesforce.com,Denver,US,Linux,Mozilla/5.0 Linux Firefox,desktop,SSO,TLS1.2,812,11,False,0,benign,0.04984169,40.63,{},False
evt_test_01098,ConnectedAppOAuth,auth,2026-03-15T14:11:06+00:00,u_complex_query_004,complex_query_engineer,10.51.2.95,login.salesforce.com,Denver,US,Linux,Mozilla/5.0 Linux Firefox,laptop,SSO,TLS1.3,9,0,False,0,benign,0.056959033,44.89,{},False
evt_test_01099,SOQLQuery,query,2026-03-16T12:14:22+00:00,u_complex_query_004,complex_query_engineer,10.51.2.91,mycompany.my.salesforce.com,Denver,US,Linux,Mozilla/5.0 Linux Firefox,laptop,SSO,TLS1.3,1512,9,False,0,benign,0.011754582,11.57,{},False
evt_test_01100,ReportExport,data_access,2026-03-17T11:00:33+00:00,u_complex_query_004,complex_query_engineer,10.51.2.6,mycompany.my.salesforce.com,Denver,US,Linux,Mozilla/5.0 Linux Firefox,desktop,SSO,TLS1.3,1868,8,False,0,benign,0.055202954,43.87,{},False
evt_test_01101,SOQLQuery,query,2026-03-18T12:40:39+00:00,u_complex_query_004,complex_query_engineer,10.51.2.51,login.salesforce.com,Denver,US,Linux,Mozilla/5.0 Linux Firefox,desktop,SSO,TLS1.2,1376,11,False,0,benign,0.03277968,29.03,{},False
evt_test_01102,SOQLQuery,query,2026-03-19T16:45:54+00:00,u_complex_query_004,complex_query_engineer,10.51.2.134,login.salesforce.com,Denver,US,Linux,Mozilla/5.0 Linux Firefox,desktop,SSO,TLS1.2,838,9,False,0,benign,0.0358622,31.28,{},False
evt_test_01103,ReportExport,data_access,2026-03-20T14:43:11+00:00,u_complex_query_004,complex_query_engineer,10.51.2.235,login.salesforce.com,Denver,US,Linux,Mozilla/5.0 Linux Firefox,desktop,SSO,TLS1.2,1855,7,False,0,benign,0.0755436,54.63,{},False
